新北投溫泉區,北投區,121.508447,25.137077,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000848.jpg
大稻埕碼頭,大同區,121.508274,25.056847,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000340.jpg
士林官邸,士林區,121.530849,25.091713,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D7/E150/F719/71eb4b56-f771-43bc-856c-2fb265a5cc6e.jpg
國立故宮博物院,士林區,121.5496,25.1013,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D14/E810/F21/48d66fbd-1ba3-4efd-837a-3767db5f52e0.jpg
北投圖書館,北投區,121.506343,25.136571,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D878/E726/F304/2d6e8b50-76ce-4b7e-a795-0357cd6f2b3e.jpg
大安森林公園,大安區,121.5362,25.0296,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D11/E257/F345/546f42a1-cbfb-49fc-b4d8-c33f1c44190c.jpg
地熱谷,北投區,121.511592,25.137940,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003993.jpg
南港山系-象山親山步道,信義區,121.571970,25.023757,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11001481.jpg
艋舺龍山寺,萬華區,121.499962,25.036798,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D226/E920/F665/1f26af86-e907-44c9-b4d7-5c498dacfc6c.jpg
行天宮,中山區,121.533838,25.063059,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D509/E14/F983/d5f49ce0-139c-4e8b-81cf-39e2b32e79bf.jpg
梅庭,北投區,121.508682,25.137025,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D931/E93/F956/374f6b31-840b-407f-82b7-e6f70d4d0c49.JPG
中正紀念堂,中正區,121.52194,25.03471,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000375.jpg
北投溫泉博物館,北投區,121.507153,25.136691,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000382.jpg
琉園水晶博物館(暫時休館),北投區,121.468942,25.127255,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000813.jpg
華山1914文化創意產業園區,中正區,121.52887,25.04381,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000956.jpg
長榮海事博物館,中正區,121.518770,25.038728,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002524.jpg
台北101,信義區,121.564837,25.033194,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000361.jpg
台北霞海城隍廟,大同區,121.510085,25.055565,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000930.jpg
國父紀念館,信義區,121.560314,25.040055,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000358.jpg
臺北市立動物園,文山區,121.58211,24.99883,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003997.JPG
碧湖公園,內湖區,121.581244,25.082220,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002936.jpg
大湖公園,內湖區,121.60231,25.08282,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D727/E874/F732/1f40db60-ded0-416a-976e-baeea0464d8e.jpg
臺北忠烈祠,中山區,121.5330,25.0788,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000791.jpg
七星山系-天母古道親山步道,士林區,121.534101,25.126878,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000377.jpg
光點臺北,中山區,121.522450,25.053225,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000394.jpg
臺北市立美術館,中山區,121.524340,25.072852,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D532/E822/F530/e168789d-2c35-4c18-af07-04185601e3da.jpg
國立歷史博物館,中正區,121.51121,25.03161,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000725.jpg
冷水坑溫泉區,士林區,121.56286,25.16791,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000851.jpg
西門紅樓,萬華區,121.506885,25.042057,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D237/E878/F721/4079be28-42bc-4153-aebd-6a1cbea84d5e.jpg
松山慈祐宮,松山區,121.57774,25.05103,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000935.jpg
關渡宮,北投區,121.464010,25.117655,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000948.jpg
北投文物館,北投區,121.51479,25.13819,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D330/E107/F267/f51c663d-f50a-4691-9c6b-e578afea70d3.jpg
內溝溪景觀生態步道,內湖區,121.62398,25.08037,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003130.jpg
國立臺灣科學教育館,士林區,121.5159,25.0959,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000729.jpg
指南宮,文山區,121.587087,24.978651,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000932.jpg
臺北啤酒工廠(原建國啤酒廠),中山區,121.535389,25.046111,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000870.jpg
松山文創園區,信義區,121.560437,25.043303,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D26/E563/F587/cdeaa2fb-0f0e-4f4a-a078-170d23520800.jpg
大龍峒保安宮,大同區,121.515416,25.073138,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D775/E454/F120/05e7fcff-c925-4828-8e89-c0bfdd3bfe9c.JPG
陽明山中山樓,北投區,121.552772,25.155623,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D370/E882/F626/420c6cf8-45c6-4c31-8e0a-42d44a1a5eac.jpg
臺北市鄉土教育中心(剝皮寮歷史街區),萬華區,121.50326,25.03666,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D75/E624/F107/4192a9df-e1cd-49a5-900f-c392ae6a16f6.jpg
自來水博物館,中正區,121.530106,25.012652,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D346/E920/F1/050967e9-15b8-4ff5-89ca-ad4a4d6186a7.jpg
華中河濱公園,萬華區,121.494840,25.015403,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D0/E197/F323/522aa425-345c-4ac4-96b8-b21a33f165ca.JPG
